港澳频道,#genre#
风云音乐,http://171.110.10.19:8181/tsfile/live/1110_1.m3u8?key=txiptv&playlive=1&authid=0
风云音乐,http://171.13.174.77:20443/tsfile/live/0017_8.m3u8?key=txiptv&playlive=1&authid=0
女性时尚,http://171.110.10.19:8181/tsfile/live/1103_1.m3u8?key=txiptv&playlive=1&authid=0
音乐现场,http://123.10.76.188:808/hls/85/index.m3u8
卫视频道,#genre#
安徽卫视,http://113.109.119.236:8081/hls/53/index.m3u8
安徽卫视,http://123.10.76.188:808/hls/40/index.m3u8
安徽卫视,http://171.108.239.36:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://171.108.239.52:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://171.108.239.6:8181/tsfile/live/1089_1.m3u8?key=txiptv&playlive=0&authid=0
安徽卫视,http://171.13.174.77:20443/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://61.136.67.238:50085/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://61.52.156.33:808/hls/32/index.m3u8
安徽卫视lt,http://171.110.10.19:8181/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
安微卫视,http://123.13.245.241:7000/hls/93/index.m3u8
澳亚卫视,http://113.109.119.236:8081/hls/22/index.m3u8
北京卫视,http://1.193.63.148:85/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
